journal,title,duration,month-year,date,data-date,description,media-url,author-name1,author-name2,author-name3,author-name4,author-name5,author-name6,author-name7,doi1,doi2,doi3,doi4,doi5,doi6,special issue title,special-issue-link,other-link,comments
ACS Nano,Episode 90,14:01,January 2015,,Date_201501,"Managing Editor Heather Tierney highlights features and research content from Volume 9, Issue 1. In this episode we learn about controlling surface reactions with surface elastic strain. Featuring an interview with Richard Osgood, Zhisheng Li, and Denis Potapenko.",http://pubs.acs.org/subscribe/journals/ancac3/audio/ancac3-0115.m4a,Richard Osgood,Zhisheng Li,Denis Potapenko,,,,,10.1021/nn506150m,10.1021/nn506150m,10.1021/nn506150m,,,,,http://pubs.acs.org/toc/ancac3/9/1,,
ACS Nano,Episode 89,9:57,December 2014,,Date_201412,"Managing Editor Heather Tierney highlights features and research content from Volume 8, Issue 12. In this episode we hear about fixed-gap tunnel junction for reading DNA nucleotides. Featuring an interview with Stuart Lindsay and Yann Astier.",http://pubs.acs.org/subscribe/journals/ancac3/audio/ancac3-1214.m4a,Stuart Lindsay,Yann Astier,,,,,,10.1021/nn505356g,10.1021/nn505356g,,,,,,http://pubs.acs.org/toc/ancac3/8/12,,
ACS Nano,Episode 88,5:49,November 2014,,Date_201411,"Managing Editor Heather Tierney highlights features and research content from Volume 8, Issue 11. In this episode we hear about assembly of nanorod motors and their propulsion using ultrasound. Featuring an interview with Suzanne Ahmed.",http://pubs.acs.org/subscribe/journals/ancac3/audio/ancac3-1114.m4a,Suzanne Ahmed,,,,,,,10.1021/nn5039614,,,,,,,http://pubs.acs.org/toc/ancac3/8/11,,
ACS Nano,Episode 87,11:56,October 2014,,Date_201410,"Managing Editor Heather Tierney highlights features and research content from Volume 8, Issue 10. In this episode we learn about tunable nanoparticle arrays at charged interfaces. Featuring an interview with Oleg Gang.",http://pubs.acs.org/subscribe/journals/ancac3/audio/ancac3-1014.m4a,Oleg Gang,,,,,,,10.1021/nn5042416,,,,,,,http://pubs.acs.org/toc/ancac3/8/10,,
ACS Nano,Episode 86,6:44,September 2014,,Date_201409,"Managing Editor Heather Tierney highlights features and research content from Volume 8, Issue 9. In this episode we hear about actuating nanopropellars in complex viscoelastic media. Featuring an interview with Peer Fischer.",http://pubs.acs.org/subscribe/journals/ancac3/audio/ancac3-0914.m4a,Peer Fischer,,,,,,,10.1021/nn502360t,,,,,,,http://pubs.acs.org/toc/ancac3/8/9,,
ACS Nano,Episode 85,7:14,August 2014,,Date_201408,"Managing Editor Heather Tierney highlights features and research content from Volume 8, Issue 8. In this episode we hear about tuning plasmonic nanostructure properties using hetero-oligomer arrays. Featuring an interview with Ankun Yang.",http://pubs.acs.org/subscribe/journals/ancac3/audio/ancac3-0814.m4a,Ankun Yang,,,,,,,10.1021/nn502502r,,,,,,,http://pubs.acs.org/toc/ancac3/8/8,,
ACS Nano,Episode 84,8:12,July 2014,,Date_201407,"Managing Editor Heather Tierney highlights features and research content from Volume 8, Issue 7. In this episode we learn about particle steering in solution by photon nudging. Featuring an interview with Frank Cichos.",http://pubs.acs.org/subscribe/journals/ancac3/audio/ancac3-0714.m4a,Frank Cichos,,,,,,,10.1021/nn501568e,,,,,,,http://pubs.acs.org/toc/ancac3/8/7,,
ACS Nano,Episode 83,10:10,June 2014,,Date_201406,"Managing Editor Heather Tierney highlights features and research content from Volume 8, Issue 6. In this episode we hear about molecular circuitry driven by single electrons. Featuring an interview with Vartkess Ara Apkarian.",http://pubs.acs.org/subscribe/journals/ancac3/audio/ancac3-0614.m4a,Vartkess Ara Apkarian,,,,,,,10.1021/nn501875m,,,,,,,http://pubs.acs.org/toc/ancac3/8/6,,
ACS Nano,Episode 82,9:20,May 2014,,Date_201405,"Elizabeth Cole and Heather Tierney highlight features and research content from Volume 8, Issue 5. In this episode we hear about using a carbon nanotube drug delivery system to overcome drug resistance in cancer cells. Featuring an interview with Xiaoyuan (Shawn) Chen.",http://pubs.acs.org/subscribe/journals/ancac3/audio/ancac3-0514.m4a,Xiaoyuan (Shawn) Chen,,,,,,,10.1021/nn501223q,,,,,,,http://pubs.acs.org/toc/ancac3/8/5,,
ACS Nano,Episode 81,8:06,April 2014,,Date_201404,"Elizabeth Cole and Heather Tierney highlight features and research content from Volume 8, Issue 4. In this episode we learn about a new method for understanding edge contacts in few layer graphene. Featuring an interview with Tao Chu and Zhihong Chen.",http://pubs.acs.org/subscribe/journals/ancac3/audio/ancac3-0414.m4a,Tao Chu,Zhihong Chen,,,,,,10.1021/nn500043y,10.1021/nn500043y,,,,,,http://pubs.acs.org/toc/ancac3/8/4,,
ACS Nano,Episode 80,8:09,March 2014,,Date_201403,"Elizabeth Cole and Heather Tierney highlight features and research content from Volume 8, Issue 3. In this episode we will learn about using DNA polymerase as a molecular motor and pump. Featuring an interview with Ayusman Sen.",http://pubs.acs.org/subscribe/journals/ancac3/audio/ancac3-0314.m4a,Ayusman Sen,,,,,,,10.1021/nn405963x,,,,,,,http://pubs.acs.org/toc/ancac3/8/3,,
ACS Nano,Episode 79,10:04,February 2014,,Date_201402,"Elizabeth Cole and Heather Tierney highlight features and research content from Volume 8, Issue 2. In this episode we will learn about studying isolated quantum dots in the gas phase. Featuring an interview with David Bell and Collin Howder.",http://pubs.acs.org/subscribe/journals/ancac3/audio/ancac3-0214.m4a,David Bell,Collin Howder,,,,,,10.1021/nn405920k,10.1021/nn405920k,,,,,,http://pubs.acs.org/toc/ancac3/8/2,,
ACS Nano,Episode 78,9:27,January 2014,,Date_201401,"Elizabeth Cole and Heather Tierney highlight features and research content from Volume 8, Issue 1. In this episode we will learn more about studying the molecular biology of single cells using a nanobiopsy platform to sample intracellular content. Featuring an interview with Nader Pourmand.",http://pubs.acs.org/subscribe/journals/ancac3/audio/ancac3-0114.m4a,Nader Pourmand,,,,,,,10.1021/nn405097u,,,,,,,http://pubs.acs.org/toc/ancac3/8/1,,
ACS Nano,Episode 77,6:20,December 2013,,Date_201312,"Elizabeth Cole and Heather Tierney highlight features and research content from Volume 7, Issue 12. In this episode we will learn about using red blood cells to target nanoparticle drug delivery. Featuring an interview with Aaron Anselmo.",http://pubs.acs.org/subscribe/journals/ancac3/audio/ancac3-1213.m4a,Aaron Anselmo,,,,,,,10.1021/nn404853z,,,,,,,http://pubs.acs.org/toc/ancac3/7/12,,
ACS Nano,Episode 76,8:32,November 2013,,Date_201311,"Elizabeth Cole and Heather Tierney highlight features and research content from Volume 7, Issue 11. In this episode we will learn about subsurface imaging using atomic force microscopy. Featuring an interview with Santiago Solares and Daniel Ebeling.",http://pubs.acs.org/subscribe/journals/ancac3/audio/ancac3-1113.m4a,Santiago Solares,Daniel Ebeling,,,,,,10.1021/nn404845q,10.1021/nn404845q,,,,,,http://pubs.acs.org/toc/ancac3/7/11,,
ACS Nano,Episode 75,9:17,October 2013,,Date_201310,"Elizabeth Cole and Heather Tierney highlight features and research content from Volume 7, Issue 10. In this episode we will learn about using antibody-mimetic materials for sensing devices. Featuring an interview with Ronald Zuckermann.",http://pubs.acs.org/subscribe/journals/ancac3/audio/ancac3-1013.m4a,Ronald Zuckermann,,,,,,,10.1021/nn403899y,,,,,,,http://pubs.acs.org/toc/ancac3/7/10,,
ACS Nano,Episode 74,5:17,September 2013,,Date_201309,"Elizabeth Cole highlights features and research content from Volume 7, Issue 9. In this episode we will learn about bacterial detection using electrochemistry. Featuring an interview with Shana Kelley.",http://pubs.acs.org/subscribe/journals/ancac3/audio/ancac3-0913.m4a,Shana Kelley,,,,,,,10.1021/nn4035298,,,,,,,http://pubs.acs.org/toc/ancac3/7/9,,
ACS Nano,Episode 73,15:29,August 2013,,Date_201308,"Heather Tierney and Elizabeth Cole highlight features and research content from Volume 7, Issue 8. In this episode we will learn about nonviral vehicles for gene therapy using biodegradable nanoparticles and about drug detection in saliva using surface-enhanced Raman spectroscopy. Featuring interviews with Fan Yang, and Carl Meinhart, Martin Moskovits, & Chrysafis Andreou.",http://pubs.acs.org/subscribe/journals/ancac3/audio/ancac3-0813.m4a,Fan Yang,Carl Meinhart,Martin Moskovits,Chrysafis Andreou,,,,10.1021/nn402657d,10.1021/nn402563f,10.1021/nn402563f,10.1021/nn402563f,,,,http://pubs.acs.org/toc/ancac3/7/8,,
ACS Nano,Episode 72,10:30,July 2013,,Date_201307,"Heather Tierney and Elizabeth Cole highlight features and research content from Volume 7, Issue 7. In this episode we will learn about layer-by-layer modified quantum dots. We also announce and congratulate the winners of the 2013 ACS Nano Lectureship Awards. Featuring an interview with Michael McShane.",http://pubs.acs.org/subscribe/journals/ancac3/audio/ancac3-0713.m4a,Michael McShane,,,,,,,10.1021/undefined,10.1021/nn402061t,,,,,,http://pubs.acs.org/toc/ancac3/7/7,,
ACS Nano,Episode 71,7:42,June 2013,,Date_201306,"Heather Tierney and Elizabeth Cole highlight features and research content from Volume 7, Issue 6. In this episode we will learn about a new algorithm for localization-based super-resolution microscopy and we talk to ACS Nano authors about three-dimensional self-assembly of nanocrystals into oriented films. Featuring interviews with Yuji Ishitsuka & Liming Yi, and Christopher Murray.",http://pubs.acs.org/subscribe/journals/ancac3/audio/ancac3-0613.m4a,Yuji Ishitsuka,Liming Yi,Christopher Murray,,,,,10.1021/nn4009388,10.1021/nn4008059,10.1021/nn4008059,,,,,http://pubs.acs.org/toc/ancac3/7/6,,
ACS Nano,Episode 70,6:05,May 2013,,Date_201305,"Heather Tierney and Elizabeth Cole highlight features and research content from Volume 7, Issue 5. In this episode we will learn about germanane, a 2D germanium analog to graphene and graphane. Featuring an interview with author Josh Goldberger.",http://pubs.acs.org/subscribe/journals/ancac3/audio/ancac3-0513.m4a,Josh Goldberger,,,,,,,10.1021/nn4009406,,,,,,,http://pubs.acs.org/toc/ancac3/7/5,,
ACS Nano,Episode 69,10:54,April 2013,,Date_201304,"Heather Tierney and Elizabeth Cole highlight features and research content from Volume 7, Issue 4. In this episode we learn about a new cluster-seed method for doping CdSe quantum dots with exactly four copper atoms each. Featuring an interview with authors Preston Snee and Ali Jawaid.",http://pubs.acs.org/subscribe/journals/ancac3/audio/ancac3-0413.m4a,Preston Snee,Ali Jawaid,,,,,,10.1021/nn305697q,10.1021/nn305697q,,,,,,http://pubs.acs.org/toc/ancac3/7/4,,
ACS Nano,Episode 68,9:25,March 2013,,Date_201303,"Heather Tierney and Elizabeth Cole highlight features and research content from Volume 7, Issue 3. In this episode we learn about gold nanocluster heating in applied radiofrequency fields. Featuring an interview with authors Christopher Ackerson and Ruthanne McCoy.",http://pubs.acs.org/subscribe/journals/ancac3/audio/ancac3-0313.m4a,Christopher Ackerson,Ruthanne McCoy,,,,,,10.1021/nn306015c,10.1021/nn306015c,,,,,,http://pubs.acs.org/toc/ancac3/7/3,,
ACS Nano,Episode 67,9:21,February 2013,,Date_201302,"Managing Editor Heather Tierney highlights features and research content from Volume 7, Issue 2. In this episode we hear about monitoring pH-triggered drug release using radioluminescent nanocapsules. Featuring an interview with authors Frank Alexis and Jeffrey Anker.",http://pubs.acs.org/subscribe/journals/ancac3/audio/ancac3-0213.m4a,Frank Alexis,Jeffrey Anker,,,,,,10.1021/nn304369m,,,,,,,http://pubs.acs.org/toc/ancac3/7/2,,
ACS Nano,Episode 66,7:28,January 2013,,Date_201301,"Managing Editor Heather Tierney highlights features and research content from Volume 7, Issue 1. In this episode we learn about capturing circulating tumor cells using nanoroughened surfaces. Featuring an interview with author Jianping Fu.",http://pubs.acs.org/subscribe/journals/ancac3/audio/ancac3-0113.m4a,Jianping Fu,,,,,,,10.1021/nn304719q,,,,,,,http://pubs.acs.org/toc/ancac3/7/1,,
ACS Nano,Episode 65,13:03,December 2012,,Date_201212,"Managing Editor Heather Tierney highlights features and research content from Volume 6, Issue 12. In this episode we hear about first principles studies on the comparative conductivity of metallic nanowires, and we also speak with ACS Nano Associate Editor Warren Chan. Featuring an interview with authors Adam Simbeck and Nick Lanzillo.",http://pubs.acs.org/subscribe/journals/ancac3/audio/ancac3-1212.m4a,Warren Chan,Adam Simbeck,Nick Lanzillo,,,,,,10.1021/nn303950b,10.1021/nn303950b,,,,,http://pubs.acs.org/toc/ancac3/6/12,,
ACS Nano,Episode 64,19:27,November 2012,,Date_201211,"Managing Editor Heather Tierney highlights features and research content from Volume 6, Issue 11. In this episode we learn about writing at the single molecule limit using a focused electron beam, and we also hear about studies using nanotopography and stem cell metabolic activity to understand stem cell fate at the cell/surface interface. Featuring interviews with authors Willem van Dorp, Ben Feringa & Xiaoyan Zhang, and Matthew Dalby & Nikolaj Gadegaard.",http://pubs.acs.org/subscribe/journals/ancac3/audio/ancac3-1112.m4a,Willem van Dorp,Ben Feringa,Xiaoyan Zhang,Matthew Dalby,Nikolaj Gadegaard,,,10.1021/nn303793w,10.1021/nn303793w,10.1021/nn303793w,10.1021/nn304046m,,,,http://pubs.acs.org/toc/ancac3/6/11,,
ACS Nano,Episode 63,15:56,October 2012,,Date_201210,"Managing Editor Heather Tierney highlights features and research content from Volume 6, Issue 10. In this episode we learn about how to gain a detailed understanding of the mechanisms underlying nanoparticle nucleation and growth, and we also meet new ACS Nano Associate Editor Reg Penner. Featuring an interview with author James Evans.",http://pubs.acs.org/subscribe/journals/ancac3/audio/ancac3-1012.m4a,Reg Penner,James Evans,,,,,,,10.1021/nn303371y,,,,,,http://pubs.acs.org/toc/ancac3/6/10,,
ACS Nano,Episode 62,9:48,September 2012,,Date_201209,"Managing Editor Heather Tierney highlights features and research content from Volume 6, Issue 9. In this episode we learn about using double-stranded DNA as a scaffold for DNA origami. Featuring an interview with author Hao Yan.",http://pubs.acs.org/subscribe/journals/ancac3/audio/ancac3-0912.m4a,Hao Yan,,,,,,,10.1021/nn302896c,,,,,,,http://pubs.acs.org/toc/ancac3/6/9,,
ACS Nano,Episode 61,8:11,August 2012,,Date_201208,"Managing Editor Heather Tierney highlights features and research content from Volume 6, Issue 8. In this episode we hear about spatially resolving the electronic and optical properties of semiconducting carbon nanotubes. Featuring an interview with authors Phaedon Avouris and Mathias Steiner.",http://pubs.acs.org/subscribe/journals/ancac3/audio/ancac3-0812.m4a,Phaedon Avouris,Mathias Steiner,,,,,,10.1021/nn302416e,,,,,,,http://pubs.acs.org/toc/ancac3/6/8,,
ACS Nano,Episode 60,8:14,July 2012,,Date_201207,"Managing Editor Heather Tierney highlights features and research content from Volume 6, Issue 7. In this episode we learn about a new method for tracking the assembly of short interfering RNA nanocomplexes without the need to label the delivery vehicle. Featuring an interview with author Christopher Alabi.",http://pubs.acs.org/subscribe/journals/ancac3/audio/ancac3-0712.m4a,Christopher Alabi,,,,,,,10.1021/nn3013838,,,,,,,http://pubs.acs.org/toc/ancac3/6/7,,
ACS Nano,Episode 59,9:41,June 2012,,Date_201206,"Managing Editor Heather Tierney highlights features and research content from Volume 6, Issue 6. In this episode we learn about hybrid transparent conductive films using a number of nanoscale components, including nanowires, nanoparticles and reduced graphene oxide, and we also hear about the potential antibacterial properties of these films. Featuring an interview with author Iskandar Kholmanov.",http://pubs.acs.org/subscribe/journals/ancac3/audio/ancac3-0612.m4a,Iskandar Kholmanov,,,,,,,10.1021/nn300852f,,,,,,,http://pubs.acs.org/toc/ancac3/6/6,,
ACS Nano,Episode 58,12:57,May 2012,,Date_201205,"Managing Editor Heather Tierney highlights features and research content from Volume 6, Issue 5. In this episode, we meet the newest Associate Editor for ACS Nano, Andre Nel. We also hear from Prof. Nel about his recent article in ACS Nano describing predictive methods for determining nanoparticle toxicity.",http://pubs.acs.org/subscribe/journals/ancac3/audio/ancac3-0512.m4a,Andre Nel,,,,,,,10.1021/nn3010087,,,,,,,http://pubs.acs.org/toc/ancac3/6/5,,
ACS Nano,Episode 57,18:08,April 2012,,Date_201204,"Managing Editor Heather Tierney highlights features and research content from Volume 6, Issue 4. In this episode we learn about fabricating 3D graphene structures, and about additives to improve bulk heterojunction solar cell function. Featuring interviews with authors Ronen Polsky and Bruce Burckel, and Trisha Andrew and Jose Lobez.",http://pubs.acs.org/subscribe/journals/ancac3/audio/ancac3-0412.m4a,Ronen Polsky,Bruce Burckel,Trisha Andrew,Jose Lobez,,,,10.1021/nn300655c,10.1021/nn300655c,10.1021/nn204589u,,,,,http://pubs.acs.org/toc/ancac3/6/4,,
ACS Nano,Episode 56,7:37,March 2012,,Date_201203,"Managing Editor Heather Tierney highlights features and research content from Volume 6, Issue 3. In this episode we learn about a surfactant-driven assembly approach for the fabrication of large-area nanomembranes. Featuring an interview with author Xudong Wang.",http://pubs.acs.org/subscribe/journals/ancac3/audio/ancac3-0312.m4a,Xudong Wang,,,,,,,10.1021/nn2050906,,,,,,,http://pubs.acs.org/toc/ancac3/6/3,,
ACS Nano,Episode 55,12:57,February 2012,,Date_201202,"Managing Editor Heather Tierney highlights features and research content from Volume 6, Issue 2. In this episode we learn about using surface dopants to induce piezoelectricity in graphene, and we announce and congratulate the winners of the 2012 ACS Nano Lectureship Awards. Featuring an interview with authors Evan Reed and Mitchell Ong.",http://pubs.acs.org/subscribe/journals/ancac3/audio/ancac3-0212.m4a,Evan Reed,Mitchell Ong,,,,,,10.1021/nn204198g,10.1021/nn204198g,,,,,,http://pubs.acs.org/toc/ancac3/6/2,,
ACS Nano,Episode 54,9:31,January 2012,,Date_201201,"Managing Editor Heather Tierney highlights features and research content from Volume 6, Issue 1. In this episode we learn about quantum dot nanotethers for high-resolution genetic analysis. Featuring an interview with author Jeff Wang.",http://pubs.acs.org/subscribe/journals/ancac3/audio/ancac3-0112.m4a,Jeff Wang,,,,,,,10.1021/nn204377k,,,,,,,http://pubs.acs.org/toc/ancac3/6/1,,
journal,title,duration,month-year,date,data-date,description,media-url,author-name1,author-name2,author-name3,author-name4,author-name5,author-name6,author-name7,doi1,doi2,doi3,doi4,doi5,doi6,special issue title,special-issue-link,other-link,comments
ACS Nano,Episode 103,15:35,February 2016,Feb-16,Date_201602,"Managing Editor Heather Tierney highlights features and research content from Volume 10, Issue 2. In this episode we learn about chiral graphene quantum dots. Featuring an interview with Angela Violi and Nicholas Kotov.",http://pubs.acs.org/subscribe/journals/ancac3/audio/ancac3-0216.mp3,Angela Violi,Nicholas Kotov,,,,,,10.1021/acsnano.5b06369,10.1021/acsnano.5b06369,,,,,"Volume 10, Issue 2",http://pubs.acs.org/toc/ancac3/10/2,,
ACS Nano,Episode 102,8:43,January 2016,Jan-16,Date_201601,"Managing Editor Heather Tierney highlights features and research content from Volume 10, Issue 1. In this episode we hear about fully printed halide perovskite light-emitting diodes. Featuring an interview with Zhibin Yu.",http://pubs.acs.org/subscribe/journals/ancac3/audio/ancac3-0116.mp3,Zhibin Yu,,,,,,,10.1021/acsnano.5b07506,,,,,,"Volume 10, Issue 1",http://pubs.acs.org/toc/ancac3/10/1,,
ACS Nano,Episode 101,8:43,December 2015,Dec-15,Date_201512,"Managing Editor Heather Tierney highlights features and research content from Volume 9, Issue 12. In this episode we hear about the atomic structure of graphene subnanometer pores. Featuring an interview with Jamie Warner.",http://pubs.acs.org/subscribe/journals/ancac3/audio/ancac3-1215.mp3,Jamie Warner,,,,,,,10.1021/acsnano.5b05700,,,,,,"Volume 9, Issue 12",http://pubs.acs.org/toc/ancac3/9/12,,
ACS Nano,Episode 100,10:04,November 2015,,Date_201511,"Managing Editor Heather Tierney highlights features and research content from Volume 9, Issue 11. In this episode we learn about the use of template-stripping toward tunable plasmonic devices on stretchable and rollable substrates. Featuring an interview with Sang-Hyun Oh.",http://pubs.acs.org/subscribe/journals/ancac3/audio/ancac3-1115.mp3,Sang-Hyun Oh,,,,,,,10.1021/acsnano.5b05279,,,,,,"Volume 9, Issue 11",http://pubs.acs.org/toc/ancac3/9/11,,
ACS Nano,Episode 99,11:48,October 2015,,Date_201510,"Managing Editor Heather Tierney highlights features and research content from Volume 9, Issue 10. In this episode we hear about the use of template-stripping toward tunable plasmonic devices on stretchable and rollable substrates. Featuring an interview with Yue (Jessica) Wang.",http://pubs.acs.org/subscribe/journals/ancac3/audio/ancac3-1015.mp3,Yue (Jessica) Wang,,,,,,,10.1021/acsnano.5b03465,,,,,,,http://pubs.acs.org/toc/ancac3/9/10,,
ACS Nano,Episode 98,8:02,September 2015,,Date_201509,"Managing Editor Heather Tierney highlights features and research content from Volume 9, Issue 9. In this episode we hear about room temperature multiferroicity of charge transfer crystals. Featuring an interview with Shenqiang Ren.",http://pubs.acs.org/subscribe/journals/ancac3/audio/ancac3-0915.mp3,Shenqiang Ren,,,,,,,10.1021/acsnano.5b03558,,,,,,,http://pubs.acs.org/toc/ancac3/9/9,,
ACS Nano,Episode 97,10:07,August 2015,,Date_201508,"Managing Editor Heather Tierney highlights features and research content from Volume 9, Issue 8. In this episode we learn about carbon nanotube membranes decorated with Pt nanoparticle urchins for underwater vehicle propulsion. Featuring an interview with Jonathan Claussen and Brian Iverson.",http://pubs.acs.org/subscribe/journals/ancac3/audio/ancac3-0815.mp3,Jonathan Claussen,Brian Iverson,,,,,,10.1021/acsnano.5b02124,10.1021/acsnano.5b02124,,,,,,http://pubs.acs.org/toc/ancac3/9/8,,
ACS Nano,Episode 96,15:07,July 2015,,Date_201507,"Managing Editor Heather Tierney highlights features and research content from Volume 9, Issue 7. In this episode we hear about hydrogenated graphene as a tunnel barrier for spin and charge transport in graphene. Featuring an interview with Adam Friedman.",http://pubs.acs.org/subscribe/journals/ancac3/audio/ancac3-0715.mp3,Adam Friedman,,,,,,,10.1021/acsnano.5b02795,,,,,,,http://pubs.acs.org/toc/ancac3/9/7,,
ACS Nano,Episode 95,11:31,June 2015,,Date_201506,"Managing Editor Heather Tierney highlights features and research content from Volume 9, Issue 6. In this episode we hear about increasing redundancy to reduce error rates in algorithmic self-assembly. Featuring an interview with Rebecca Schulman.",http://pubs.acs.org/subscribe/journals/ancac3/audio/ancac3-0615.mp3,Rebecca Schulman,,,,,,,10.1021/nn507493s,,,,,,,http://pubs.acs.org/toc/ancac3/9/6,,
ACS Nano,Episode 94,8:45,May 2015,,Date_201505,"Managing Editor Heather Tierney highlights features and research content from Volume 9, Issue 5. In this episode we learn about engineering nanoscale surface features to sustain particle rolling in flow. Featuring an interview with Maria Santore and Surachate Kalasin.",http://pubs.acs.org/subscribe/journals/ancac3/audio/ancac3-0515.mp3,Maria Santore,Surachate Kalasin,,,,,,10.1021/nn505322m,10.1021/nn505322m,,,,,,http://pubs.acs.org/toc/ancac3/9/5,,
ACS Nano,Episode 93,9:44,April 2015,,Date_201504,"Managing Editor Heather Tierney highlights features and research content from Volume 9, Issue 4. In this episode we hear about electrochromic graphene molecules. Featuring an interview with Milan Sykora and Zhiqiang Ji.",http://pubs.acs.org/subscribe/journals/ancac3/audio/ancac3-0415.mp3,Milan Sykora,Zhiqiang Ji,,,,,,10.1021/acsnano.5b00093,10.1021/acsnano.5b00093,,,,,,http://pubs.acs.org/toc/ancac3/9/4,,
ACS Nano,Episode 92,8:04,March 2015,,Date_201503,"Managing Editor Heather Tierney highlights features and research content from Volume 9, Issue 3. In this episode we learn about acoustic purification of extracellular microvesicles. Featuring an interview with Hakho Lee.",http://pubs.acs.org/subscribe/journals/ancac3/audio/ancac3-0315.m4a,Hakho Lee,,,,,,,10.1021/nn506538f,,,,,,,http://pubs.acs.org/toc/ancac3/9/3,,
ACS Nano,Episode 91,8:14,February 2015,,Date_201502,"Managing Editor Heather Tierney highlights features and research content from Volume 9, Issue 2. In this episode we hear about a photothermal excitation modality for atomic force microscopy. Featuring an interview with Nina Balke and Qian Li.",http://pubs.acs.org/subscribe/journals/ancac3/audio/ancac3-0215.m4a,Nina Balke,Qian Li,,,,,,10.1021/nn506753u,10.1021/nn506753u,,,,,,http://pubs.acs.org/toc/ancac3/9/2,,
ACS Nano,Episode 90,14:01,January 2015,,Date_201501,"Managing Editor Heather Tierney highlights features and research content from Volume 9, Issue 1. In this episode we learn about controlling surface reactions with surface elastic strain. Featuring an interview with Richard Osgood, Zhisheng Li, and Denis Potapenko.",http://pubs.acs.org/subscribe/journals/ancac3/audio/ancac3-0115.m4a,Richard Osgood,Zhisheng Li,Denis Potapenko,,,,,10.1021/nn506150m,10.1021/nn506150m,10.1021/nn506150m,,,,,http://pubs.acs.org/toc/ancac3/9/1,,
ACS Nano,Episode 89,9:57,December 2014,,Date_201412,"Managing Editor Heather Tierney highlights features and research content from Volume 8, Issue 12. In this episode we hear about fixed-gap tunnel junction for reading DNA nucleotides. Featuring an interview with Stuart Lindsay and Yann Astier.",http://pubs.acs.org/subscribe/journals/ancac3/audio/ancac3-1214.m4a,Stuart Lindsay,Yann Astier,,,,,,10.1021/nn505356g,10.1021/nn505356g,,,,,,http://pubs.acs.org/toc/ancac3/8/12,,
ACS Nano,Episode 88,5:49,November 2014,,Date_201411,"Managing Editor Heather Tierney highlights features and research content from Volume 8, Issue 11. In this episode we hear about assembly of nanorod motors and their propulsion using ultrasound. Featuring an interview with Suzanne Ahmed.",http://pubs.acs.org/subscribe/journals/ancac3/audio/ancac3-1114.m4a,Suzanne Ahmed,,,,,,,10.1021/nn5039614,,,,,,,http://pubs.acs.org/toc/ancac3/8/11,,
ACS Nano,Episode 87,11:56,October 2014,,Date_201410,"Managing Editor Heather Tierney highlights features and research content from Volume 8, Issue 10. In this episode we learn about tunable nanoparticle arrays at charged interfaces. Featuring an interview with Oleg Gang.",http://pubs.acs.org/subscribe/journals/ancac3/audio/ancac3-1014.m4a,Oleg Gang,,,,,,,10.1021/nn5042416,,,,,,,http://pubs.acs.org/toc/ancac3/8/10,,
ACS Nano,Episode 86,6:44,September 2014,,Date_201409,"Managing Editor Heather Tierney highlights features and research content from Volume 8, Issue 9. In this episode we hear about actuating nanopropellars in complex viscoelastic media. Featuring an interview with Peer Fischer.",http://pubs.acs.org/subscribe/journals/ancac3/audio/ancac3-0914.m4a,Peer Fischer,,,,,,,10.1021/nn502360t,,,,,,,http://pubs.acs.org/toc/ancac3/8/9,,
ACS Nano,Episode 85,7:14,August 2014,,Date_201408,"Managing Editor Heather Tierney highlights features and research content from Volume 8, Issue 8. In this episode we hear about tuning plasmonic nanostructure properties using hetero-oligomer arrays. Featuring an interview with Ankun Yang.",http://pubs.acs.org/subscribe/journals/ancac3/audio/ancac3-0814.m4a,Ankun Yang,,,,,,,10.1021/nn502502r,,,,,,,http://pubs.acs.org/toc/ancac3/8/8,,
ACS Nano,Episode 84,8:12,July 2014,,Date_201407,"Managing Editor Heather Tierney highlights features and research content from Volume 8, Issue 7. In this episode we learn about particle steering in solution by photon nudging. Featuring an interview with Frank Cichos.",http://pubs.acs.org/subscribe/journals/ancac3/audio/ancac3-0714.m4a,Frank Cichos,,,,,,,10.1021/nn501568e,,,,,,,http://pubs.acs.org/toc/ancac3/8/7,,
ACS Nano,Episode 83,10:10,June 2014,,Date_201406,"Managing Editor Heather Tierney highlights features and research content from Volume 8, Issue 6. In this episode we hear about molecular circuitry driven by single electrons. Featuring an interview with Vartkess Ara Apkarian.",http://pubs.acs.org/subscribe/journals/ancac3/audio/ancac3-0614.m4a,Vartkess Ara Apkarian,,,,,,,10.1021/nn501875m,,,,,,,http://pubs.acs.org/toc/ancac3/8/6,,
ACS Nano,Episode 82,9:20,May 2014,,Date_201405,"Elizabeth Cole and Heather Tierney highlight features and research content from Volume 8, Issue 5. In this episode we hear about using a carbon nanotube drug delivery system to overcome drug resistance in cancer cells. Featuring an interview with Xiaoyuan (Shawn) Chen.",http://pubs.acs.org/subscribe/journals/ancac3/audio/ancac3-0514.m4a,Xiaoyuan (Shawn) Chen,,,,,,,10.1021/nn501223q,,,,,,,http://pubs.acs.org/toc/ancac3/8/5,,
